"","section","publication","category","title","content"
"644","law & politics","National Review","","news","law & politics"
"645","health & lifestyle","Washington Post","newspaper","health & lifestyle","health & lifestyle"
"646","law & politics","National Review","","law & politics","law & politics"
"647","science & tech","NPR","radio","news","news"
"648","news","New York Post","","news","news"
"649","law & politics","NPR","radio","news","news"
"650","law & politics","Talking Points Memo","general","law & politics","law & politics"
"651","law & politics","Washington Post","newspaper","law & politics","law & politics"
"652","news","Washington Post","newspaper","news","law & politics"
"653","news","New York Post","","news","news"
"654","news","New York Post","","news","news"
"655","news","Washington Post","newspaper","news","news"
"656","news","Guardian","newspaper","news","news"
"657","news","New York Post","","news","news"
"658","health & lifestyle","NPR","radio","news","news"
"659","news","NPR","radio","news","entertainment"
"660","science & tech","NPR","radio","entertainment","news"
"661","law & politics","Fox News","broadcast","news","law & politics"
"662","news","New York Post","","news","news"
"663","news","Washington Post","newspaper","law & politics","news"
"664","news","New York Post","","news","news"
"665","news","Guardian","newspaper","health & lifestyle","news"
"666","news","Washington Post","newspaper","news","news"
"667","food","NPR","radio","news","food"
"668","news","Washington Post","newspaper","news","news"
"669","law & politics","National Review","","health & lifestyle","law & politics"
"670","law & politics","Talking Points Memo","general","news","law & politics"
"671","news","Washington Post","newspaper","news","news"
"672","law & politics","Talking Points Memo","general","news","news"
"673","health & lifestyle","Guardian","newspaper","news","news"
"674","news","Washington Post","newspaper","news","news"
"675","news","New York Post","","news","news"
"676","law & politics","Washington Post","newspaper","law & politics","law & politics"
"677","news","New York Post","","news","news"
"678","news","Washington Post","newspaper","news","news"
"679","law & politics","Washington Post","newspaper","law & politics","law & politics"
"680","news","New York Post","","news","news"
"681","law & politics","Guardian","newspaper","news","news"
"682","law & politics","National Review","","law & politics","law & politics"
"683","news","Guardian","newspaper","news","news"
"684","news","New York Post","","news","news"
"685","news","Washington Post","newspaper","news","news"
"686","law & politics","Washington Post","newspaper","law & politics","law & politics"
"687","news","Guardian","newspaper","law & politics","news"
"688","news","New York Post","","news","news"
"689","law & politics","Washington Post","newspaper","law & politics","law & politics"
"690","news","Washington Post","newspaper","sports","news"
"691","news","NPR","radio","news","news"
"692","news","Washington Post","newspaper","news","news"
"693","news","Washington Post","newspaper","news","news"
"694","news","NPR","radio","news","news"
"695","news","New York Post","","news","news"
"696","news","New York Post","","news","news"
"697","news","New York Post","","news","news"
"698","law & politics","Washington Post","newspaper","law & politics","law & politics"
"699","news","New York Post","","news","news"
"700","news","New York Post","","news","news"
"701","news","New York Post","","news","news"
"702","law & politics","National Review","","law & politics","news"
"703","news","New York Post","","news","news"
"704","news","Washington Post","newspaper","news","law & politics"
"705","law & politics","Talking Points Memo","general","law & politics","law & politics"
"706","law & politics","Talking Points Memo","general","law & politics","law & politics"
"707","news","NPR","radio","news","news"
"708","law & politics","Talking Points Memo","general","law & politics","news"
"709","law & politics","Washington Post","newspaper","law & politics","law & politics"
"710","law & politics","National Review","","law & politics","law & politics"
"711","law & politics","Talking Points Memo","general","law & politics","law & politics"
"712","entertainment","NPR","radio","news","health & lifestyle"
"713","law & politics","National Review","","news","law & politics"
"714","news","NPR","radio","entertainment","news"
"715","news","New York Post","","news","news"
"716","law & politics","Washington Post","newspaper","health & lifestyle","law & politics"
"717","news","New York Post","","law & politics","law & politics"
"718","science & tech","Guardian","newspaper","science & tech","news"
"719","law & politics","Washington Post","newspaper","news","news"
"720","news","NPR","radio","law & politics","news"
"721","law & politics","National Review","","law & politics","law & politics"
"722","law & politics","Washington Post","newspaper","law & politics","law & politics"
"723","news","Washington Post","newspaper","news","news"
"724","health & lifestyle","Washington Post","newspaper","news","news"
"725","news","NPR","radio","news","news"
"726","health & lifestyle","NPR","radio","news","law & politics"
"727","law & politics","Washington Post","newspaper","news","news"
"728","news","Washington Post","newspaper","law & politics","news"
"729","news","New York Post","","news","news"
"730","law & politics","National Review","","news","law & politics"
"731","law & politics","Guardian","newspaper","news","news"
"732","news","New York Post","","news","law & politics"
"733","entertainment","Guardian","newspaper","news","news"
"734","health & lifestyle","NPR","radio","news","news"
"735","health & lifestyle","NPR","radio","news","news"
"736","science & tech","NPR","radio","law & politics","news"
"737","health & lifestyle","Guardian","newspaper","news","news"
"738","law & politics","Talking Points Memo","general","law & politics","law & politics"
"739","health & lifestyle","NPR","radio","news","news"
"740","law & politics","Washington Post","newspaper","law & politics","law & politics"
"741","news","NPR","radio","news","news"
"742","law & politics","Washington Post","newspaper","news","news"
