"","section","publication","category","title","content"
"600","news","New York Post",NA,"news","news"
"601","law & politics","National Review",NA,"news","news"
"602","news","New York Post",NA,"news","news"
"603","law & politics","Talking Points Memo","general","law & politics","law & politics"
"604","law & politics","Guardian","newspaper","law & politics","law & politics"
"605","law & politics","National Review",NA,"news","news"
"606","law & politics","Washington Post","newspaper","law & politics","law & politics"
"607","law & politics","National Review",NA,"law & politics","law & politics"
"608","news","New York Post",NA,"news","news"
"609","news","New York Post",NA,"news","news"
"610","law & politics","National Review",NA,"law & politics","law & politics"
"611","entertainment","Guardian","newspaper","law & politics","law & politics"
"612","news","New York Post",NA,"news","news"
"613","news","Washington Post","newspaper","news","news"
"614","media","Guardian","newspaper","news","news"
"615","news","NPR","radio","news","law & politics"
"616","news","New York Post",NA,"news","news"
"617","sports","Guardian","newspaper","news","sports"
"618","law & politics","National Review",NA,"law & politics","news"
"619","news","Guardian","newspaper","news","news"
"620","news","Washington Post","newspaper","law & politics","law & politics"
"621","news","Washington Post","newspaper","law & politics","law & politics"
"622","law & politics","Guardian","newspaper","law & politics","law & politics"
"623","news","Fox News","broadcast","news","news"
"624","law & politics","Talking Points Memo","general","law & politics","law & politics"
"625","food","NPR","radio","law & politics","food"
"626","news","New York Post",NA,"books","news"
"627","sports","Guardian","newspaper","news","sports"
"628","news","NPR","radio","news","news"
"629","news","Washington Post","newspaper","news","news"
"630","news","Guardian","newspaper","law & politics","news"
"631","news","Guardian","newspaper","news","news"
"632","news","Guardian","newspaper","news","news"
"633","news","New York Post",NA,"news","news"
"634","news","NPR","radio","news","news"
"635","news","New York Post",NA,"news","news"
"636","news","Washington Post","newspaper","news","news"
"637","law & politics","National Review",NA,"law & politics","law & politics"
"638","law & politics","National Review",NA,"news","law & politics"
"639","news","New York Post",NA,"news","news"
"640","news","NPR","radio","news","news"
"641","news","Washington Post","newspaper","law & politics","news"
"642","news","New York Post",NA,"news","news"
"643","news","New York Post",NA,"news","news"
"644","news","New York Post",NA,"news","news"
"645","news","New York Post",NA,"news","news"
"646","law & politics","National Review",NA,"law & politics","law & politics"
"647","news","NPR","radio","news","news"
"648","law & politics","National Review",NA,"news","law & politics"
"649","news","Washington Post","newspaper","news","law & politics"
"650","law & politics","National Review",NA,"law & politics","law & politics"
"651","news","New York Post",NA,"news","news"
"652","health & lifestyle","Fox News","broadcast","news","news"
"653","law & politics","National Review",NA,"news","law & politics"
"654","health & lifestyle","NPR","radio","news","health & lifestyle"
"655","law & politics","Fox News","broadcast","law & politics","law & politics"
"656","news","Guardian","newspaper","news","news"
"657","news","NPR","radio","news","news"
"658","science & tech","NPR","radio","news","news"
"659","law & politics","National Review",NA,"law & politics","law & politics"
"660","news","New York Post",NA,"news","news"
"661","health & lifestyle","Guardian","newspaper","health & lifestyle","health & lifestyle"
"662","news","New York Post",NA,"news","news"
"663","news","Guardian","newspaper","news","news"
"664","law & politics","Washington Post","newspaper","law & politics","law & politics"
"665","law & politics","Talking Points Memo","general","law & politics","law & politics"
"666","law & politics","National Review",NA,"news","law & politics"
"667","media","Guardian","newspaper","news","news"
"668","law & politics","Talking Points Memo","general","law & politics","news"
"669","law & politics","Talking Points Memo","general","news","news"
"670","news","New York Post",NA,"news","news"
"671","news","Guardian","newspaper","news","news"
"672","law & politics","Washington Post","newspaper","law & politics","law & politics"
"673","news","New York Post",NA,"news","news"
"674","news","Guardian","newspaper","law & politics","law & politics"
"675","law & politics","Talking Points Memo","general","law & politics","law & politics"
"676","news","NPR","radio","law & politics","law & politics"
"677","news","New York Post",NA,"news","news"
"678","news","New York Post",NA,"news","news"
"679","law & politics","Talking Points Memo","general","law & politics","law & politics"
"680","economy, business & jobs","Washington Post","newspaper","news","economy, business & jobs"
"681","news","New York Post",NA,"news","news"
"682","news","New York Post",NA,"news","news"
"683","law & politics","National Review",NA,"law & politics","law & politics"
"684","news","Guardian","newspaper","news","news"
"685","news","New York Post",NA,"news","news"
"686","news","NPR","radio","news","news"
"687","news","New York Post",NA,"news","news"
"688","news","Fox News","broadcast","news","news"
"689","entertainment","Guardian","newspaper","law & politics","news"
"690","sports","Washington Post","newspaper","news","sports"
"691","news","New York Post",NA,"health & lifestyle","news"
"692","news","New York Post",NA,"news","news"
"693","news","New York Post",NA,"news","news"
"694","news","New York Post",NA,"news","news"
"695","science & tech","NPR","radio","news","law & politics"
"696","news","New York Post",NA,"news","news"
"697","news","New York Post",NA,"news","news"
"698","news","NPR","radio","law & politics","news"
"699","law & politics","National Review",NA,"law & politics","law & politics"
"700","news","NPR","radio","news","news"
"701","law & politics","National Review",NA,"law & politics","law & politics"
"702","law & politics","Guardian","newspaper","news","law & politics"
"703","news","New York Post",NA,"news","news"
"704","news","New York Post",NA,"news","news"
"705","science & tech","NPR","radio","news","news"
"706","law & politics","Washington Post","newspaper","law & politics","law & politics"
"707","news","New York Post",NA,"news","news"
"708","sports","Guardian","newspaper","sports","sports"
"709","news","New York Post",NA,"news","news"
"710","news","New York Post",NA,"news","news"
"711","sports","Guardian","newspaper","sports","sports"
"712","news","New York Post",NA,"news","news"
"713","news","New York Post",NA,"news","news"
"714","news","Fox News","broadcast","news","news"
"715","news","New York Post",NA,"news","news"
"716","news","NPR","radio","news","news"
"717","news","New York Post",NA,"news","news"
"718","news","Guardian","newspaper","news","news"
"719","news","Washington Post","newspaper","law & politics","news"
"720","law & politics","National Review",NA,"law & politics","law & politics"
"721","science & tech","NPR","radio","news","law & politics"
"722","law & politics","Washington Post","newspaper","law & politics","law & politics"
"723","news","New York Post",NA,"news","news"
"724","news","New York Post",NA,"law & politics","law & politics"
"725","news","Guardian","newspaper","news","news"
"726","news","NPR","radio","news","news"
"727","law & politics","National Review",NA,"law & politics","news"
"728","news","New York Post",NA,"law & politics","law & politics"
"729","law & politics","National Review",NA,"law & politics","law & politics"
"730","news","Washington Post","newspaper","news","news"
"731","news","New York Post",NA,"news","news"
"732","law & politics","Fox News","broadcast","law & politics","law & politics"
"733","entertainment","Guardian","newspaper","entertainment","law & politics"
"734","law & politics","Talking Points Memo","general","law & politics","law & politics"
